surface_class,rent_min,rent_avg,rent_max,post_code,insee_code,city_label
2,650, 668,680,78121,78189,Crespières
3,650,,680,78121,78189,Crespières
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78290,78190,Croissy-sur-Seine
2,1000, 1093,1168,78290,78190,Croissy-sur-Seine
3,1000,,1168,78290,78190,Croissy-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78111,78192,Dammartin-en-Serve
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78111,78192,Dammartin-en-Serve
3,pour communiquer des données fiables,,pour communiquer des données fiables,78111,78192,Dammartin-en-Serve
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78720,78193,Dampierre-en-Yvelines
2,575, 714,830,78720,78193,Dampierre-en-Yvelines
3,575,,830,78720,78193,Dampierre-en-Yvelines
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78550,78194,Dannemarie
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78550,78194,Dannemarie
3,pour communiquer des données fiables,,pour communiquer des données fiables,78550,78194,Dannemarie
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78810,78196,Davron
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78810,78196,Davron
3,pour communiquer des données fiables,,pour communiquer des données fiables,78810,78196,Davron
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78440,78202,Drocourt
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78440,78202,Drocourt
3,pour communiquer des données fiables,,pour communiquer des données fiables,78440,78202,Drocourt
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78920,78206,Ecquevilly
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78920,78206,Ecquevilly
3,pour communiquer des données fiables,,pour communiquer des données fiables,78920,78206,Ecquevilly
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78990,78208,Élancourt
2,700, 829,910,78990,78208,Élancourt
3,860, 933,1000,78990,78208,Élancourt
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78125,78209,Émancé
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78125,78209,Émancé
3,pour communiquer des données fiables,,pour communiquer des données fiables,78125,78209,Émancé
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78680,78217,Épône
2,635, 641,650,78680,78217,Épône
3,635,,650,78680,78217,Épône
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78690,78220,Les Essarts-le-Roi
2,720, 755,780,78690,78220,Les Essarts-le-Roi
3,720,,780,78690,78220,Les Essarts-le-Roi
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78620,78224,L' Étang-la-Ville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78620,78224,L' Étang-la-Ville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78620,78224,L' Étang-la-Ville
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78740,78227,Évecquemont
2,700, 703,705,78740,78227,Évecquemont
3,700,,705,78740,78227,Évecquemont
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78410,78230,La Falaise
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78410,78230,La Falaise
3,pour communiquer des données fiables,,pour communiquer des données fiables,78410,78230,La Falaise
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78200,78231,Favrieux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78200,78231,Favrieux
3,pour communiquer des données fiables,,pour communiquer des données fiables,78200,78231,Favrieux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78810,78233,Feucherolles
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78810,78233,Feucherolles
3,pour communiquer des données fiables,,pour communiquer des données fiables,78810,78233,Feucherolles
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78200,78234,Flacourt
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78200,78234,Flacourt
3,pour communiquer des données fiables,,pour communiquer des données fiables,78200,78234,Flacourt
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78910,78236,Flexanville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78910,78236,Flexanville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78910,78236,Flexanville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78790,78237,Flins-Neuve-Église
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78790,78237,Flins-Neuve-Église
3,pour communiquer des données fiables,,pour communiquer des données fiables,78790,78237,Flins-Neuve-Église
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78410,78238,Flins-sur-Seine
2,650, 735,888,78410,78238,Flins-sur-Seine
3,650,,888,78410,78238,Flins-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78520,78239,Follainville-Dennemont
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78520,78239,Follainville-Dennemont
3,pour communiquer des données fiables,,pour communiquer des données fiables,78520,78239,Follainville-Dennemont
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78330,78242,Fontenay-le-Fleury
2,729, 838,900,78330,78242,Fontenay-le-Fleury
3,729,,900,78330,78242,Fontenay-le-Fleury
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78200,78245,Fontenay-Mauvoisin
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78200,78245,Fontenay-Mauvoisin
3,pour communiquer des données fiables,,pour communiquer des données fiables,78200,78245,Fontenay-Mauvoisin
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78440,78246,Fontenay-Saint-Père
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78440,78246,Fontenay-Saint-Père
3,pour communiquer des données fiables,,pour communiquer des données fiables,78440,78246,Fontenay-Saint-Père
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78112,78251,Fourqueux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78112,78251,Fourqueux
3,pour communiquer des données fiables,,pour communiquer des données fiables,78112,78251,Fourqueux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78840,78255,Freneuse
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78840,78255,Freneuse
3,pour communiquer des données fiables,,pour communiquer des données fiables,78840,78255,Freneuse
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78250,78261,Gaillon-sur-Montcient
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78250,78261,Gaillon-sur-Montcient
3,pour communiquer des données fiables,,pour communiquer des données fiables,78250,78261,Gaillon-sur-Montcient
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78490,78262,Galluis
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78490,78262,Galluis
3,pour communiquer des données fiables,,pour communiquer des données fiables,78490,78262,Galluis
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78950,78263,Gambais
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78950,78263,Gambais
3,pour communiquer des données fiables,,pour communiquer des données fiables,78950,78263,Gambais
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78490,78264,Gambaiseuil
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78490,78264,Gambaiseuil
3,pour communiquer des données fiables,,pour communiquer des données fiables,78490,78264,Gambaiseuil
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78890,78265,Garancières
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78890,78265,Garancières
3,pour communiquer des données fiables,,pour communiquer des données fiables,78890,78265,Garancières
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78440,78267,Gargenville
2,660, 668,670,78440,78267,Gargenville
3,660,,670,78440,78267,Gargenville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78125,78269,Gazeran
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78125,78269,Gazeran
3,pour communiquer des données fiables,,pour communiquer des données fiables,78125,78269,Gazeran
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78270,78276,Gommecourt
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78270,78276,Gommecourt
3,pour communiquer des données fiables,,pour communiquer des données fiables,78270,78276,Gommecourt
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78770,78278,Goupillières
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78770,78278,Goupillières
3,pour communiquer des données fiables,,pour communiquer des données fiables,78770,78278,Goupillières
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78930,78281,Goussonville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78930,78281,Goussonville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78930,78281,Goussonville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78113,78283,Grandchamp
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78113,78283,Grandchamp
3,pour communiquer des données fiables,,pour communiquer des données fiables,78113,78283,Grandchamp
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78550,78285,Gressey
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78550,78285,Gressey
3,pour communiquer des données fiables,,pour communiquer des données fiables,78550,78285,Gressey
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78490,78289,Grosrouvre
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78490,78289,Grosrouvre
3,pour communiquer des données fiables,,pour communiquer des données fiables,78490,78289,Grosrouvre
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78520,78290,Guernes
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78520,78290,Guernes
3,pour communiquer des données fiables,,pour communiquer des données fiables,78520,78290,Guernes
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78930,78291,Guerville
2,632, 677,700,78930,78291,Guerville
3,632,,700,78930,78291,Guerville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78440,78296,Guitrancourt
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78440,78296,Guitrancourt
3,pour communiquer des données fiables,,pour communiquer des données fiables,78440,78296,Guitrancourt
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78280,78297,Guyancourt
2,820, 871,930,78280,78297,Guyancourt
3,860, 960,1100,78280,78297,Guyancourt
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78250,78299,Hardricourt
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78250,78299,Hardricourt
3,pour communiquer des données fiables,,pour communiquer des données fiables,78250,78299,Hardricourt
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78790,78300,Hargeville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78790,78300,Hargeville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78790,78300,Hargeville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78113,78302,La Hauteville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78113,78302,La Hauteville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78113,78302,La Hauteville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78580,78305,Herbeville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78580,78305,Herbeville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78580,78305,Herbeville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78125,78307,Hermeray
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78125,78307,Hermeray
3,pour communiquer des données fiables,,pour communiquer des données fiables,78125,78307,Hermeray
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78550,78310,Houdan
2,580, 658,730,78550,78310,Houdan
3,720, 740,750,78550,78310,Houdan
1,690, 727,750,78800,78311,Houilles
2,800, 948,1090,78800,78311,Houilles
3,800,,1090,78800,78311,Houilles
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78440,78314,Issou
2,580, 701,860,78440,78314,Issou
3,580,,860,78440,78314,Issou
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78440,78317,Jambville
2,720, 747,780,78440,78317,Jambville
3,720,,780,78440,78317,Jambville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78270,78320,Jeufosse
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78270,78320,Jeufosse
3,pour communiquer des données fiables,,pour communiquer des données fiables,78270,78320,Jeufosse
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78760,78321,Jouars-Pontchartrain
2,800, 820,860,78760,78321,Jouars-Pontchartrain
3,800,,860,78760,78321,Jouars-Pontchartrain
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78350,78322,Jouy-en-Josas
2,815, 1016,1250,78350,78322,Jouy-en-Josas
3,815,,1250,78350,78322,Jouy-en-Josas
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78200,78324,Jouy-Mauvoisin
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78200,78324,Jouy-Mauvoisin
3,pour communiquer des données fiables,,pour communiquer des données fiables,78200,78324,Jouy-Mauvoisin
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78580,78325,Jumeauville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78580,78325,Jumeauville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78580,78325,Jumeauville
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78820,78327,Juziers
2,595, 659,740,78820,78327,Juziers
3,595,,740,78820,78327,Juziers
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78440,78329,Lainville-en-Vexin
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78440,78329,Lainville-en-Vexin
3,pour communiquer des données fiables,,pour communiquer des données fiables,78440,78329,Lainville-en-Vexin
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78320,78334,Lévis-Saint-Nom
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78320,78334,Lévis-Saint-Nom
3,pour communiquer des données fiables,,pour communiquer des données fiables,78320,78334,Lévis-Saint-Nom
1,470, 487,520,78520,78335,Limay
2,625, 707,800,78520,78335,Limay
3,620, 720,790,78520,78335,Limay
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78270,78337,Limetz-Villez
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78270,78337,Limetz-Villez
3,pour communiquer des données fiables,,pour communiquer des données fiables,78270,78337,Limetz-Villez
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78350,78343,Les Loges-en-Josas
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78350,78343,Les Loges-en-Josas
3,pour communiquer des données fiables,,pour communiquer des données fiables,78350,78343,Les Loges-en-Josas
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78270,78344,Lommoye
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78270,78344,Lommoye
3,pour communiquer des données fiables,,pour communiquer des données fiables,78270,78344,Lommoye
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78980,78346,Longnes
2,570, 583,590,78980,78346,Longnes
3,570,,590,78980,78346,Longnes
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78730,78349,Longvilliers
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78730,78349,Longvilliers
3,pour communiquer des données fiables,,pour communiquer des données fiables,78730,78349,Longvilliers
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78430,78350,Louveciennes
2,885, 944,1000,78430,78350,Louveciennes
3,885,,1000,78430,78350,Louveciennes
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78200,78354,Magnanville
2,610, 656,740,78200,78354,Magnanville
3,740, 761,775,78200,78354,Magnanville
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78114,78356,Magny-les-Hameaux
2,600, 778,950,78114,78356,Magny-les-Hameaux
3,600,,950,78114,78356,Magny-les-Hameaux
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78600,78358,Maisons-Laffitte
2,760, 1035,1300,78600,78358,Maisons-Laffitte
3,760,,1300,78600,78358,Maisons-Laffitte
1,690, 698,700,78200,78361,Mantes-la-Jolie
2,525, 717,950,78200,78361,Mantes-la-Jolie
3,525,,950,78200,78361,Mantes-la-Jolie
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78711,78362,Mantes-la-Ville
2,600, 722,860,78711,78362,Mantes-la-Ville
3,600,,860,78711,78362,Mantes-la-Ville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78770,78364,Marcq
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78770,78364,Marcq
3,pour communiquer des données fiables,,pour communiquer des données fiables,78770,78364,Marcq
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78490,78366,Mareil-le-Guyon
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78490,78366,Mareil-le-Guyon
3,pour communiquer des données fiables,,pour communiquer des données fiables,78490,78366,Mareil-le-Guyon
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78750,78367,Mareil-Marly
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78750,78367,Mareil-Marly
3,pour communiquer des données fiables,,pour communiquer des données fiables,78750,78367,Mareil-Marly
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78124,78368,Mareil-sur-Mauldre
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78124,78368,Mareil-sur-Mauldre
3,pour communiquer des données fiables,,pour communiquer des données fiables,78124,78368,Mareil-sur-Mauldre
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78160,78372,Marly-le-Roi
2,795, 907,1000,78160,78372,Marly-le-Roi
3,795,,1000,78160,78372,Marly-le-Roi
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78580,78380,Maule
2,710, 720,740,78580,78380,Maule
3,710,,740,78580,78380,Maule
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78550,78381,Maulette
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78550,78381,Maulette
3,pour communiquer des données fiables,,pour communiquer des données fiables,78550,78381,Maulette
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78780,78382,Maurecourt
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78780,78382,Maurecourt
3,pour communiquer des données fiables,,pour communiquer des données fiables,78780,78382,Maurecourt
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78310,78383,Maurepas
2,700, 782,900,78310,78383,Maurepas
3,700,,900,78310,78383,Maurepas
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78670,78384,Médan
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78670,78384,Médan
3,pour communiquer des données fiables,,pour communiquer des données fiables,78670,78384,Médan
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78200,78385,Ménerville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78200,78385,Ménerville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78200,78385,Ménerville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78490,78389,Méré
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78490,78389,Méré
3,pour communiquer des données fiables,,pour communiquer des données fiables,78490,78389,Méré
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78270,78391,Méricourt
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78270,78391,Méricourt
3,pour communiquer des données fiables,,pour communiquer des données fiables,78270,78391,Méricourt
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78600,78396,Le Mesnil-le-Roi
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78600,78396,Le Mesnil-le-Roi
3,pour communiquer des données fiables,,pour communiquer des données fiables,78600,78396,Le Mesnil-le-Roi
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78320,78397,Le Mesnil-Saint-Denis
2,700, 763,800,78320,78397,Le Mesnil-Saint-Denis
3,700,,800,78320,78397,Le Mesnil-Saint-Denis
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78490,78398,Les Mesnuls
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78490,78398,Les Mesnuls
3,pour communiquer des données fiables,,pour communiquer des données fiables,78490,78398,Les Mesnuls
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78250,78401,Meulan-en-Yvelines
2,560, 706,900,78250,78401,Meulan-en-Yvelines
3,560,,900,78250,78401,Meulan-en-Yvelines
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78970,78402,Mézières-sur-Seine
2,600, 640,670,78970,78402,Mézières-sur-Seine
3,600,,670,78970,78402,Mézières-sur-Seine
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78250,78403,Mézy-sur-Seine
2,665, 786,900,78250,78403,Mézy-sur-Seine
3,665,,900,78250,78403,Mézy-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78940,78404,Millemont
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78940,78404,Millemont
3,pour communiquer des données fiables,,pour communiquer des données fiables,78940,78404,Millemont
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78470,78406,Milon-la-Chapelle
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78470,78406,Milon-la-Chapelle
3,pour communiquer des données fiables,,pour communiquer des données fiables,78470,78406,Milon-la-Chapelle
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78125,78407,Mittainville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78125,78407,Mittainville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78125,78407,Mittainville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78840,78410,Moisson
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78840,78410,Moisson
3,pour communiquer des données fiables,,pour communiquer des données fiables,78840,78410,Moisson
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78980,78413,Mondreville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78980,78413,Mondreville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78980,78413,Mondreville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78124,78415,Montainville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78124,78415,Montainville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78124,78415,Montainville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78440,78416,Montalet-le-Bois
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78440,78416,Montalet-le-Bois
3,pour communiquer des données fiables,,pour communiquer des données fiables,78440,78416,Montalet-le-Bois
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78790,78417,Montchauvet
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78790,78417,Montchauvet
3,pour communiquer des données fiables,,pour communiquer des données fiables,78790,78417,Montchauvet
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78360,78418,Montesson
2,850, 907,980,78360,78418,Montesson
3,850,,980,78360,78418,Montesson
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78490,78420,Montfort-l'Amaury
2,660, 670,690,78490,78420,Montfort-l'Amaury
3,660,,690,78490,78420,Montfort-l'Amaury
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78180,78423,Montigny-le-Bretonneux
2,830, 920,1050,78180,78423,Montigny-le-Bretonneux
3,890, 1026,1200,78180,78423,Montigny-le-Bretonneux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78630,78431,Morainvilliers
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78630,78431,Morainvilliers
3,pour communiquer des données fiables,,pour communiquer des données fiables,78630,78431,Morainvilliers
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78270,78437,Mousseaux-sur-Seine
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78270,78437,Mousseaux-sur-Seine
3,pour communiquer des données fiables,,pour communiquer des données fiables,78270,78437,Mousseaux-sur-Seine
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78790,78439,Mulcent
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78790,78439,Mulcent
3,pour communiquer des données fiables,,pour communiquer des données fiables,78790,78439,Mulcent
1,500, 592,650,78130,78440,Les Mureaux
2,575, 780,890,78130,78440,Les Mureaux
3,575,,890,78130,78440,Les Mureaux
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78640,78442,Neauphle-le-Château
2,790, 842,923,78640,78442,Neauphle-le-Château
3,790,,923,78640,78442,Neauphle-le-Château
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78640,78443,Neauphle-le-Vieux
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78640,78443,Neauphle-le-Vieux
3,pour communiquer des données fiables,,pour communiquer des données fiables,78640,78443,Neauphle-le-Vieux
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78980,78444,Neauphlette
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78980,78444,Neauphlette
3,pour communiquer des données fiables,,pour communiquer des données fiables,78980,78444,Neauphlette
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78410,78451,Nézel
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78410,78451,Nézel
3,pour communiquer des données fiables,,pour communiquer des données fiables,78410,78451,Nézel
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78590,78455,Noisy-le-Roi
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78590,78455,Noisy-le-Roi
3,pour communiquer des données fiables,,pour communiquer des données fiables,78590,78455,Noisy-le-Roi
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78250,78460,Oinville-sur-Montcient
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78250,78460,Oinville-sur-Montcient
3,pour communiquer des données fiables,,pour communiquer des données fiables,78250,78460,Oinville-sur-Montcient
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78125,78464,Orcemont
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78125,78464,Orcemont
3,pour communiquer des données fiables,,pour communiquer des données fiables,78125,78464,Orcemont
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78910,78465,Orgerus
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78910,78465,Orgerus
3,pour communiquer des données fiables,,pour communiquer des données fiables,78910,78465,Orgerus
1,Pas assez de loyer de référence,,Pas assez de loyer de référence,78630,78466,Orgeval
2,780, 843,900,78630,78466,Orgeval
3,780,,900,78630,78466,Orgeval
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78125,78470,Orphin
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78125,78470,Orphin
3,pour communiquer des données fiables,,pour communiquer des données fiables,78125,78470,Orphin
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78660,78472,Orsonville
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78660,78472,Orsonville
3,pour communiquer des données fiables,,pour communiquer des données fiables,78660,78472,Orsonville
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78910,78474,Orvilliers
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78910,78474,Orvilliers
3,pour communiquer des données fiables,,pour communiquer des données fiables,78910,78474,Orvilliers
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78910,78475,Osmoy
2,loyers de T2 dans cette ville,,loyers de T2 dans cette ville,78910,78475,Osmoy
3,pour communiquer des données fiables,,pour communiquer des données fiables,78910,78475,Osmoy
1,Nous ne possédons pas assez de,,Nous ne possédons pas assez de,78660,78478,Paray-Douaville
